season,player,market,bettable_line_nearest_half,sportsbook_count,sportsbooks,betmgm_line,betrivers_line,caesars_line,draftkings_line,fanduel_line,bet365_line,minimum_sportsbook_line,maximum_sportsbook_line,sportsbook_line_range,population_standard_deviation,paired_two_way_book_count,ladder_fit_book_count
2026,Rhamondre Stevenson,rushing_yards,609,6,BetMGM|BetRivers|Caesars|DraftKings|FanDuel|bet365,592.536763,618.08795,602.037389,624.5,600.5,616.218499,592.536763,624.5,31.963237,11.304212,6,0
2026,Rico Dowdle,rushing_yards,750,4,BetRivers|Caesars|DraftKings|bet365,,750.5,750.5,749.5,,749.5,749.5,750.5,1,0.5,4,0
2026,Saquon Barkley,rushing_yards,1069.5,5,BetMGM|BetRivers|Caesars|FanDuel|bet365,1071.203454,1075.5,1075.5,,1050.5,1074.5,1050.5,1075.5,25,9.600877,5,0
2026,Tony Pollard,rushing_yards,798.5,6,BetMGM|BetRivers|Caesars|DraftKings|FanDuel|bet365,800.5,791.014235,800.5,799.5,800.5,799.5,791.014235,800.5,9.485765,3.41547,6,0
2026,Travis Etienne,rushing_yards,785.5,3,BetMGM|Caesars|FanDuel,730.520847,,825.5,,800.5,,730.520847,825.5,94.979153,40.198288,3,0
2026,Travis Etienne Jr.,rushing_yards,799.5,3,BetRivers|DraftKings|bet365,,825.5,,784.770652,,788.897822,784.770652,825.5,40.729348,18.304926,3,0
2026,TreVeyon Henderson,rushing_yards,706,6,BetMGM|BetRivers|Caesars|DraftKings|FanDuel|bet365,700.5,725.5,700.5,699.5,700.5,708.776077,699.5,725.5,26,9.317271,6,0
2026,Abdul Carter,sacks,6,1,DraftKings,,,,6.192384,,,6.192384,6.192384,0,0,1,0
2026,Arvell Reese,sacks,3.5,1,DraftKings,,,,3.646043,,,3.646043,3.646043,0,0,1,0
2026,Brian Burns,sacks,10,1,DraftKings,,,,9.873748,,,9.873748,9.873748,0,0,1,0
2026,Danielle Hunter,sacks,11.5,1,DraftKings,,,,11.695902,,,11.695902,11.695902,0,0,1,0
2026,David Bailey,sacks,5.5,1,DraftKings,,,,5.483055,,,5.483055,5.483055,0,0,1,0
2026,Harold Landry III,sacks,8.5,1,DraftKings,,,,8.478705,,,8.478705,8.478705,0,0,1,0
2026,Jalen Carter,sacks,5,1,DraftKings,,,,4.881679,,,4.881679,4.881679,0,0,1,0
2026,Jared Verse,sacks,6.5,1,DraftKings,,,,6.650611,,,6.650611,6.650611,0,0,1,0
2026,Josh Sweat,sacks,9,1,DraftKings,,,,8.992566,,,8.992566,8.992566,0,0,1,0
2026,Khalil Mack,sacks,7,1,DraftKings,,,,6.779454,,,6.779454,6.779454,0,0,1,0
2026,Laiatu Latu,sacks,7,1,DraftKings,,,,7.063371,,,7.063371,7.063371,0,0,1,0
2026,Myles Garrett,sacks,16,1,DraftKings,,,,16.186619,,,16.186619,16.186619,0,0,1,0
2026,Nick Bosa,sacks,9.5,1,DraftKings,,,,9.584745,,,9.584745,9.584745,0,0,1,0
2026,Nik Bonitto,sacks,11,1,DraftKings,,,,10.778576,,,10.778576,10.778576,0,0,1,0
2026,Rashan Gary,sacks,6.5,1,DraftKings,,,,6.650611,,,6.650611,6.650611,0,0,1,0
2026,Rueben Bain Jr.,sacks,6,1,DraftKings,,,,6.123192,,,6.123192,6.123192,0,0,1,0
2026,T.J. Watt,sacks,10,1,DraftKings,,,,9.873748,,,9.873748,9.873748,0,0,1,0
2026,Travon Walker,sacks,6.5,1,DraftKings,,,,6.687775,,,6.687775,6.687775,0,0,1,0
2026,Trey Hendrickson,sacks,12,1,DraftKings,,,,11.910407,,,11.910407,11.910407,0,0,1,0
2026,Tuli Tuipulotu,sacks,10,1,DraftKings,,,,10.155509,,,10.155509,10.155509,0,0,1,0
2026,Will Anderson Jr.,sacks,11,1,DraftKings,,,,11.237239,,,11.237239,11.237239,0,0,1,0
2026,Will McDonald IV,sacks,7.5,1,DraftKings,,,,7.450984,,,7.450984,7.450984,0,0,1,0
2026,Zach Allen,sacks,7.5,1,DraftKings,,,,7.567936,,,7.567936,7.567936,0,0,1,0
