sportsbook,jurisdiction,season,player,source_player,market,line,side,american_odds,decimal_odds,retrieved_at_ct,market_id,selection_id,source_url,source_line,source_american_odds,source_decimal_odds,source_market_id,source_selection_id,source_lines_used,source_odds_used,no_vig_probability_at_source_line,source_overround,logit_probability_at_source_line,logistic_scale,scale_ratio,line_adjustment,normalization_method
Caesars,IL,2026,Isaiah Likely,Isaiah Likely,receiving_tds,3.187022,Under,-110,1.90909090909091,2026-07-19T00:28:40-05:00,,,https://api.americanwagering.com/regions/us/locations/il/brands/czr/sb/v4/sports/americanfootball/tabs/FUTURE_BETS%7CPlayer%20Futures/secondary/_7cPlayer_7c_20_7cTotal_20Regular_20Season_20Receiving_20Touchdowns_7c,3.5,-140,1.71429,bdda4dde-4e12-379b-8b7b-02c131450189,22105c22-bec7-31a0-b642-a20e69589ae3,3.5,Over 110|Under -140,0.550561798,1.05952381,0.202940844,1.542213533,0.440632438019,-0.312978116,paired_two_way_proportional_devig_logistic
BetMGM,IL,2026,Ja'Marr Chase,Ja'Marr Chase,receiving_tds,9.86423,Over,-110,1.90909090909091,2026-07-19T00:28:40-05:00,,,https://cf-us3-cds-api.itsfogo.com/bettingoffer/fixture-view?x-bwin-accessid=ZTg4YWEwMTgtZTlhYy00MWRkLWIzYWYtZjMzODI5ZDE0Mjc5&lang=en-us&country=US&usercountry=US&state=Latest&fixtureIds=19070789&offerMapping=All&scoreboardMode=Full,9.5,-120,1.83,1528341094,2213926756,9.5,Over -120|Under 100,0.52173913,1.045454545,0.087011377,4.186008161,0.440632438019,0.364230334,paired_two_way_proportional_devig_logistic
BetMGM,IL,2026,Ja'Marr Chase,Ja'Marr Chase,receiving_tds,9.86423,Under,-110,1.90909090909091,2026-07-19T00:28:40-05:00,,,https://cf-us3-cds-api.itsfogo.com/bettingoffer/fixture-view?x-bwin-accessid=ZTg4YWEwMTgtZTlhYy00MWRkLWIzYWYtZjMzODI5ZDE0Mjc5&lang=en-us&country=US&usercountry=US&state=Latest&fixtureIds=19070789&offerMapping=All&scoreboardMode=Full,9.5,100,2.0,1528341094,2213926757,9.5,Over -120|Under 100,0.47826087,1.045454545,-0.087011377,4.186008161,0.440632438019,0.364230334,paired_two_way_proportional_devig_logistic
BetRivers,IL,2026,Ja'Marr Chase,Ja'Marr Chase,receiving_tds,9.466047,Over,-110,1.90909090909091,2026-07-19T00:28:40-05:00,,,https://il.betrivers.com/api/service/sportsbook/offering/listview/filtered/events?cageCode=847,10.5,115,2.15,2654086626,4210065036,10.5,Over 115|Under -139,0.444361811,1.046706237,-0.223478223,4.626640599,0.440632438019,-1.033953421,paired_two_way_proportional_devig_logistic
BetRivers,IL,2026,Ja'Marr Chase,Ja'Marr Chase,receiving_tds,9.466047,Under,-110,1.90909090909091,2026-07-19T00:28:40-05:00,,,https://il.betrivers.com/api/service/sportsbook/offering/listview/filtered/events?cageCode=847,10.5,-139,1.72,2654086626,4210065037,10.5,Over 115|Under -139,0.555638189,1.046706237,0.223478223,4.626640599,0.440632438019,-1.033953421,paired_two_way_proportional_devig_logistic
Caesars,IL,2026,Ja'Marr Chase,Ja'Marr Chase,receiving_tds,10.508591,Over,-110,1.90909090909091,2026-07-19T00:28:40-05:00,,,https://api.americanwagering.com/regions/us/locations/il/brands/czr/sb/v4/sports/americanfootball/tabs/FUTURE_BETS%7CPlayer%20Futures/secondary/_7cPlayer_7c_20_7cTotal_20Regular_20Season_20Receiving_20Touchdowns_7c,9.5,-145,1.68966,deda7805-45ad-3309-b912-45d1d6151bb2,e3a4148f-d150-3869-9e95-ba1eaa3929fd,9.5,Over -145|Under 115,0.559946116,1.056953014,0.240943374,4.186008161,0.440632438019,1.00859093,paired_two_way_proportional_devig_logistic
Caesars,IL,2026,Ja'Marr Chase,Ja'Marr Chase,receiving_tds,10.508591,Under,-110,1.90909090909091,2026-07-19T00:28:40-05:00,,,https://api.americanwagering.com/regions/us/locations/il/brands/czr/sb/v4/sports/americanfootball/tabs/FUTURE_BETS%7CPlayer%20Futures/secondary/_7cPlayer_7c_20_7cTotal_20Regular_20Season_20Receiving_20Touchdowns_7c,9.5,115,2.15,deda7805-45ad-3309-b912-45d1d6151bb2,3ba68eed-3aca-38d3-841b-0eafafb93640,9.5,Over -145|Under 115,0.440053884,1.056953014,-0.240943374,4.186008161,0.440632438019,1.00859093,paired_two_way_proportional_devig_logistic
bet365,IL,2026,Ja'Marr Chase,Ja'Marr Chase,receiving_tds,9.561066,Over,-110,1.90909090909091,2026-07-21T18:39:21-05:00,,,https://www.bet365.com/,10.5,110,2.1,,,10.5,Over 110|Under -140,0.449438202,1.05952381,-0.202940844,4.626640599,0.440632438019,-0.938934348,paired_two_way_proportional_devig_logistic
bet365,IL,2026,Ja'Marr Chase,Ja'Marr Chase,receiving_tds,9.561066,Under,-110,1.90909090909091,2026-07-21T18:39:21-05:00,,,https://www.bet365.com/,10.5,-140,1.7142857142857144,,,10.5,Over 110|Under -140,0.550561798,1.05952381,0.202940844,4.626640599,0.440632438019,-0.938934348,paired_two_way_proportional_devig_logistic
BetMGM,IL,2026,Jahmyr Gibbs,Jahmyr Gibbs,receiving_tds,3.5,Over,-110,1.90909090909091,2026-07-19T00:28:40-05:00,,,https://cf-us3-cds-api.itsfogo.com/bettingoffer/fixture-view?x-bwin-accessid=ZTg4YWEwMTgtZTlhYy00MWRkLWIzYWYtZjMzODI5ZDE0Mjc5&lang=en-us&country=US&usercountry=US&state=Latest&fixtureIds=19070789&offerMapping=All&scoreboardMode=Full,3.5,-110,1.91,1528341025,2213926615,3.5,Over -110|Under -110,0.5,1.047619048,0,1.542213533,0.440632438019,0,paired_two_way_proportional_devig_logistic
BetMGM,IL,2026,Jahmyr Gibbs,Jahmyr Gibbs,receiving_tds,3.5,Under,-110,1.90909090909091,2026-07-19T00:28:40-05:00,,,https://cf-us3-cds-api.itsfogo.com/bettingoffer/fixture-view?x-bwin-accessid=ZTg4YWEwMTgtZTlhYy00MWRkLWIzYWYtZjMzODI5ZDE0Mjc5&lang=en-us&country=US&usercountry=US&state=Latest&fixtureIds=19070789&offerMapping=All&scoreboardMode=Full,3.5,-110,1.91,1528341025,2213926616,3.5,Over -110|Under -110,0.5,1.047619048,0,1.542213533,0.440632438019,0,paired_two_way_proportional_devig_logistic
BetRivers,IL,2026,Jahmyr Gibbs,Jahmyr Gibbs,receiving_tds,3.360006,Over,-110,1.90909090909091,2026-07-19T00:28:40-05:00,,,https://il.betrivers.com/api/service/sportsbook/offering/listview/filtered/events?cageCode=847,3.5,100,2.0,2661487439,4234862138,3.5,Over 100|Under -121,0.477321814,1.047511312,-0.090775025,1.542213533,0.440632438019,-0.139994471,paired_two_way_proportional_devig_logistic
BetRivers,IL,2026,Jahmyr Gibbs,Jahmyr Gibbs,receiving_tds,3.360006,Under,-110,1.90909090909091,2026-07-19T00:28:40-05:00,,,https://il.betrivers.com/api/service/sportsbook/offering/listview/filtered/events?cageCode=847,3.5,-121,1.83,2661487439,4234862139,3.5,Over 100|Under -121,0.522678186,1.047511312,0.090775025,1.542213533,0.440632438019,-0.139994471,paired_two_way_proportional_devig_logistic
Caesars,IL,2026,Jahmyr Gibbs,Jahmyr Gibbs,receiving_tds,3.310921,Over,-110,1.90909090909091,2026-07-19T00:28:40-05:00,,,https://api.americanwagering.com/regions/us/locations/il/brands/czr/sb/v4/sports/americanfootball/tabs/FUTURE_BETS%7CPlayer%20Futures/secondary/_7cPlayer_7c_20_7cTotal_20Regular_20Season_20Receiving_20Touchdowns_7c,3.5,100,2.0,c7feba01-76da-3ec7-b967-a5ee027a66b2,a499b262-ed47-3d39-a42c-147d6f0fb6eb,3.5,Over 100|Under -130,0.469387755,1.065217391,-0.122602322,1.542213533,0.440632438019,-0.18907896,paired_two_way_proportional_devig_logistic
Caesars,IL,2026,Jahmyr Gibbs,Jahmyr Gibbs,receiving_tds,3.310921,Under,-110,1.90909090909091,2026-07-19T00:28:40-05:00,,,https://api.americanwagering.com/regions/us/locations/il/brands/czr/sb/v4/sports/americanfootball/tabs/FUTURE_BETS%7CPlayer%20Futures/secondary/_7cPlayer_7c_20_7cTotal_20Regular_20Season_20Receiving_20Touchdowns_7c,3.5,-130,1.77,c7feba01-76da-3ec7-b967-a5ee027a66b2,da297cf1-5883-3928-a7bb-63c5036bfe17,3.5,Over 100|Under -130,0.530612245,1.065217391,0.122602322,1.542213533,0.440632438019,-0.18907896,paired_two_way_proportional_devig_logistic
DraftKings,IL,2026,Jahmyr Gibbs,Jahmyr Gibbs,receiving_tds,3.462222,Over,-110,1.90909090909091,2026-07-21T18:14:37-05:00,,,https://sportsbook.draftkings.com/leagues/football/nfl,4.5,160,2.6,,,4.5,Over 160|Under -185,0.372062663,1.033738192,-0.52337809,1.982845971,0.440632438019,-1.037778137,paired_two_way_proportional_devig_logistic
DraftKings,IL,2026,Jahmyr Gibbs,Jahmyr Gibbs,receiving_tds,3.462222,Under,-110,1.90909090909091,2026-07-21T18:14:37-05:00,,,https://sportsbook.draftkings.com/leagues/football/nfl,4.5,-185,1.5405405405405406,,,4.5,Over 160|Under -185,0.627937337,1.033738192,0.52337809,1.982845971,0.440632438019,-1.037778137,paired_two_way_proportional_devig_logistic
bet365,IL,2026,Jahmyr Gibbs,Jahmyr Gibbs,receiving_tds,3.377617,Over,-110,1.90909090909091,2026-07-21T18:39:21-05:00,,,https://www.bet365.com/,4.5,160,2.6,,,4.5,Over 160|Under -210,0.362149533,1.062034739,-0.566046678,1.982845971,0.440632438019,-1.122383375,paired_two_way_proportional_devig_logistic
bet365,IL,2026,Jahmyr Gibbs,Jahmyr Gibbs,receiving_tds,3.377617,Under,-110,1.90909090909091,2026-07-21T18:39:21-05:00,,,https://www.bet365.com/,4.5,-210,1.4761904761904763,,,4.5,Over 160|Under -210,0.637850467,1.062034739,0.566046678,1.982845971,0.440632438019,-1.122383375,paired_two_way_proportional_devig_logistic
BetMGM,IL,2026,Jake Ferguson,Jake Ferguson,receiving_tds,4.414056,Over,-110,1.90909090909091,2026-07-19T00:28:40-05:00,,,https://cf-us3-cds-api.itsfogo.com/bettingoffer/fixture-view?x-bwin-accessid=ZTg4YWEwMTgtZTlhYy00MWRkLWIzYWYtZjMzODI5ZDE0Mjc5&lang=en-us&country=US&usercountry=US&state=Latest&fixtureIds=19070789&offerMapping=All&scoreboardMode=Full,4.5,-105,1.95,1528341042,2213926652,4.5,Over -105|Under -115,0.489165764,1.047078843,-0.043343729,1.982845971,0.440632438019,-0.085943939,paired_two_way_proportional_devig_logistic
BetMGM,IL,2026,Jake Ferguson,Jake Ferguson,receiving_tds,4.414056,Under,-110,1.90909090909091,2026-07-19T00:28:40-05:00,,,https://cf-us3-cds-api.itsfogo.com/bettingoffer/fixture-view?x-bwin-accessid=ZTg4YWEwMTgtZTlhYy00MWRkLWIzYWYtZjMzODI5ZDE0Mjc5&lang=en-us&country=US&usercountry=US&state=Latest&fixtureIds=19070789&offerMapping=All&scoreboardMode=Full,4.5,-115,1.87,1528341042,2213926653,4.5,Over -105|Under -115,0.510834236,1.047078843,0.043343729,1.982845971,0.440632438019,-0.085943939,paired_two_way_proportional_devig_logistic
Caesars,IL,2026,Jake Ferguson,Jake Ferguson,receiving_tds,4.5,Over,-110,1.90909090909091,2026-07-19T00:28:40-05:00,,,https://api.americanwagering.com/regions/us/locations/il/brands/czr/sb/v4/sports/americanfootball/tabs/FUTURE_BETS%7CPlayer%20Futures/secondary/_7cPlayer_7c_20_7cTotal_20Regular_20Season_20Receiving_20Touchdowns_7c,4.5,-115,1.86957,f5830d4d-2ef9-3bd9-a847-94c5be60ed94,8034d928-aaee-38f5-a427-78cc88180aa8,4.5,Over -115|Under -115,0.5,1.069767442,0,1.982845971,0.440632438019,0,paired_two_way_proportional_devig_logistic
Caesars,IL,2026,Jake Ferguson,Jake Ferguson,receiving_tds,4.5,Under,-110,1.90909090909091,2026-07-19T00:28:40-05:00,,,https://api.americanwagering.com/regions/us/locations/il/brands/czr/sb/v4/sports/americanfootball/tabs/FUTURE_BETS%7CPlayer%20Futures/secondary/_7cPlayer_7c_20_7cTotal_20Regular_20Season_20Receiving_20Touchdowns_7c,4.5,-115,1.86957,f5830d4d-2ef9-3bd9-a847-94c5be60ed94,4b935a8c-a1a4-353b-b2e9-03c74b6dfee6,4.5,Over -115|Under -115,0.5,1.069767442,0,1.982845971,0.440632438019,0,paired_two_way_proportional_devig_logistic
bet365,IL,2026,Jake Ferguson,Jake Ferguson,receiving_tds,4.977754,Over,-110,1.90909090909091,2026-07-21T18:39:21-05:00,,,https://www.bet365.com/,4.5,-145,1.6896551724137931,,,4.5,Over -145|Under 115,0.559946116,1.056953014,0.240943374,1.982845971,0.440632438019,0.477753598,paired_two_way_proportional_devig_logistic
bet365,IL,2026,Jake Ferguson,Jake Ferguson,receiving_tds,4.977754,Under,-110,1.90909090909091,2026-07-21T18:39:21-05:00,,,https://www.bet365.com/,4.5,115,2.15,,,4.5,Over -145|Under 115,0.440053884,1.056953014,-0.240943374,1.982845971,0.440632438019,0.477753598,paired_two_way_proportional_devig_logistic
BetRivers,IL,2026,Jake Ferguson 2026/2027 Markets,Jake Ferguson 2026/2027 Markets,receiving_tds,4.576798,Over,-110,1.90909090909091,2026-07-19T00:28:40-05:00,,,https://il.betrivers.com/api/service/sportsbook/offering/listview/filtered/events?cageCode=847,4.5,-115,1.87,2662108447,4236921160,4.5,Over -115|Under -106,0.509681583,1.049446828,0.038731175,1.982845971,0.440632438019,0.076797954,paired_two_way_proportional_devig_logistic
BetRivers,IL,2026,Jake Ferguson 2026/2027 Markets,Jake Ferguson 2026/2027 Markets,receiving_tds,4.576798,Under,-110,1.90909090909091,2026-07-19T00:28:40-05:00,,,https://il.betrivers.com/api/service/sportsbook/offering/listview/filtered/events?cageCode=847,4.5,-106,1.95,2662108447,4236921161,4.5,Over -115|Under -106,0.490318417,1.049446828,-0.038731175,1.982845971,0.440632438019,0.076797954,paired_two_way_proportional_devig_logistic
BetMGM,IL,2026,Jakobi Meyers,Jakobi Meyers,receiving_tds,4.951152,Over,-110,1.90909090909091,2026-07-19T00:28:40-05:00,,,https://cf-us3-cds-api.itsfogo.com/bettingoffer/fixture-view?x-bwin-accessid=ZTg4YWEwMTgtZTlhYy00MWRkLWIzYWYtZjMzODI5ZDE0Mjc5&lang=en-us&country=US&usercountry=US&state=Latest&fixtureIds=19070789&offerMapping=All&scoreboardMode=Full,5.5,115,2.15,1528341061,2213926690,5.5,Over 115|Under -140,0.443622921,1.048449612,-0.226471341,2.423478409,0.440632438019,-0.548848406,paired_two_way_proportional_devig_logistic
BetMGM,IL,2026,Jakobi Meyers,Jakobi Meyers,receiving_tds,4.951152,Under,-110,1.90909090909091,2026-07-19T00:28:40-05:00,,,https://cf-us3-cds-api.itsfogo.com/bettingoffer/fixture-view?x-bwin-accessid=ZTg4YWEwMTgtZTlhYy00MWRkLWIzYWYtZjMzODI5ZDE0Mjc5&lang=en-us&country=US&usercountry=US&state=Latest&fixtureIds=19070789&offerMapping=All&scoreboardMode=Full,5.5,-140,1.72,1528341061,2213926691,5.5,Over 115|Under -140,0.556377079,1.048449612,0.226471341,2.423478409,0.440632438019,-0.548848406,paired_two_way_proportional_devig_logistic
Caesars,IL,2026,Jakobi Meyers,Jakobi Meyers,receiving_tds,4.741229,Over,-110,1.90909090909091,2026-07-19T00:28:40-05:00,,,https://api.americanwagering.com/regions/us/locations/il/brands/czr/sb/v4/sports/americanfootball/tabs/FUTURE_BETS%7CPlayer%20Futures/secondary/_7cPlayer_7c_20_7cTotal_20Regular_20Season_20Receiving_20Touchdowns_7c,5.5,125,2.25,49058c59-4cd4-315b-a38b-75457ed4f353,de094f72-5333-3b34-b249-1c9532de434b,5.5,Over 125|Under -155,0.422360248,1.052287582,-0.313091788,2.423478409,0.440632438019,-0.758771188,paired_two_way_proportional_devig_logistic
Caesars,IL,2026,Jakobi Meyers,Jakobi Meyers,receiving_tds,4.741229,Under,-110,1.90909090909091,2026-07-19T00:28:40-05:00,,,https://api.americanwagering.com/regions/us/locations/il/brands/czr/sb/v4/sports/americanfootball/tabs/FUTURE_BETS%7CPlayer%20Futures/secondary/_7cPlayer_7c_20_7cTotal_20Regular_20Season_20Receiving_20Touchdowns_7c,5.5,-155,1.64516,49058c59-4cd4-315b-a38b-75457ed4f353,5834ddf9-e864-3d5d-921b-6ad8a3559b6d,5.5,Over 125|Under -155,0.577639752,1.052287582,0.313091788,2.423478409,0.440632438019,-0.758771188,paired_two_way_proportional_devig_logistic
BetMGM,IL,2026,Jameson Williams,Jameson Williams,receiving_tds,5.605043,Over,-110,1.90909090909091,2026-07-19T00:28:40-05:00,,,https://cf-us3-cds-api.itsfogo.com/bettingoffer/fixture-view?x-bwin-accessid=ZTg4YWEwMTgtZTlhYy00MWRkLWIzYWYtZjMzODI5ZDE0Mjc5&lang=en-us&country=US&usercountry=US&state=Latest&fixtureIds=19070789&offerMapping=All&scoreboardMode=Full,5.5,-115,1.87,1528341062,2213926692,5.5,Over -115|Under -105,0.510834236,1.047078843,0.043343729,2.423478409,0.440632438019,0.105042592,paired_two_way_proportional_devig_logistic
BetMGM,IL,2026,Jameson Williams,Jameson Williams,receiving_tds,5.605043,Under,-110,1.90909090909091,2026-07-19T00:28:40-05:00,,,https://cf-us3-cds-api.itsfogo.com/bettingoffer/fixture-view?x-bwin-accessid=ZTg4YWEwMTgtZTlhYy00MWRkLWIzYWYtZjMzODI5ZDE0Mjc5&lang=en-us&country=US&usercountry=US&state=Latest&fixtureIds=19070789&offerMapping=All&scoreboardMode=Full,5.5,-105,1.95,1528341062,2213926693,5.5,Over -115|Under -105,0.489165764,1.047078843,-0.043343729,2.423478409,0.440632438019,0.105042592,paired_two_way_proportional_devig_logistic
BetRivers,IL,2026,Jameson Williams,Jameson Williams,receiving_tds,5.593864,Over,-110,1.90909090909091,2026-07-19T00:28:40-05:00,,,https://il.betrivers.com/api/service/sportsbook/offering/listview/filtered/events?cageCode=847,5.5,-115,1.87,2661487447,4234862154,5.5,Over -115|Under -106,0.509681583,1.049446828,0.038731175,2.423478409,0.440632438019,0.093864166,paired_two_way_proportional_devig_logistic
BetRivers,IL,2026,Jameson Williams,Jameson Williams,receiving_tds,5.593864,Under,-110,1.90909090909091,2026-07-19T00:28:40-05:00,,,https://il.betrivers.com/api/service/sportsbook/offering/listview/filtered/events?cageCode=847,5.5,-106,1.95,2661487447,4234862155,5.5,Over -115|Under -106,0.490318417,1.049446828,-0.038731175,2.423478409,0.440632438019,0.093864166,paired_two_way_proportional_devig_logistic
Caesars,IL,2026,Jameson Williams,Jameson Williams,receiving_tds,5.5,Over,-110,1.90909090909091,2026-07-19T00:28:40-05:00,,,https://api.americanwagering.com/regions/us/locations/il/brands/czr/sb/v4/sports/americanfootball/tabs/FUTURE_BETS%7CPlayer%20Futures/secondary/_7cPlayer_7c_20_7cTotal_20Regular_20Season_20Receiving_20Touchdowns_7c,5.5,-115,1.86957,d269287e-2a41-378b-a184-a49dda68bfbe,e9871a7d-a0a6-3bd1-9f86-3f4c10e7d722,5.5,Over -115|Under -115,0.5,1.069767442,0,2.423478409,0.440632438019,0,paired_two_way_proportional_devig_logistic
Caesars,IL,2026,Jameson Williams,Jameson Williams,receiving_tds,5.5,Under,-110,1.90909090909091,2026-07-19T00:28:40-05:00,,,https://api.americanwagering.com/regions/us/locations/il/brands/czr/sb/v4/sports/americanfootball/tabs/FUTURE_BETS%7CPlayer%20Futures/secondary/_7cPlayer_7c_20_7cTotal_20Regular_20Season_20Receiving_20Touchdowns_7c,5.5,-115,1.86957,d269287e-2a41-378b-a184-a49dda68bfbe,451188b5-c776-3e30-bb1a-1ea2bcc2896e,5.5,Over -115|Under -115,0.5,1.069767442,0,2.423478409,0.440632438019,0,paired_two_way_proportional_devig_logistic
DraftKings,IL,2026,Jameson Williams,Jameson Williams,receiving_tds,5.34753,Over,-110,1.90909090909091,2026-07-21T18:14:37-05:00,,,https://sportsbook.draftkings.com/leagues/football/nfl,5.5,-105,1.9523809523809523,,,5.5,Over -105|Under -120,0.48427673,1.057649667,-0.062913825,2.423478409,0.440632438019,-0.152470298,paired_two_way_proportional_devig_logistic
DraftKings,IL,2026,Jameson Williams,Jameson Williams,receiving_tds,5.34753,Under,-110,1.90909090909091,2026-07-21T18:14:37-05:00,,,https://sportsbook.draftkings.com/leagues/football/nfl,5.5,-120,1.8333333333333335,,,5.5,Over -105|Under -120,0.51572327,1.057649667,0.062913825,2.423478409,0.440632438019,-0.152470298,paired_two_way_proportional_devig_logistic
bet365,IL,2026,Jameson Williams,Jameson Williams,receiving_tds,5.394957,Over,-110,1.90909090909091,2026-07-21T18:39:21-05:00,,,https://www.bet365.com/,5.5,-105,1.9523809523809523,,,5.5,Over -105|Under -115,0.489165764,1.047078843,-0.043343729,2.423478409,0.440632438019,-0.105042592,paired_two_way_proportional_devig_logistic
bet365,IL,2026,Jameson Williams,Jameson Williams,receiving_tds,5.394957,Under,-110,1.90909090909091,2026-07-21T18:39:21-05:00,,,https://www.bet365.com/,5.5,-115,1.8695652173913042,,,5.5,Over -105|Under -115,0.510834236,1.047078843,0.043343729,2.423478409,0.440632438019,-0.105042592,paired_two_way_proportional_devig_logistic
BetMGM,IL,2026,Jaxon Smith-Njigba,Jaxon Smith-Njigba,receiving_tds,8.012902,Over,-110,1.90909090909091,2026-07-19T00:28:40-05:00,,,https://cf-us3-cds-api.itsfogo.com/bettingoffer/fixture-view?x-bwin-accessid=ZTg4YWEwMTgtZTlhYy00MWRkLWIzYWYtZjMzODI5ZDE0Mjc5&lang=en-us&country=US&usercountry=US&state=Latest&fixtureIds=19070789&offerMapping=All&scoreboardMode=Full,8.5,105,2.05,1528341091,2213926750,8.5,Over 105|Under -125,0.467532468,1.043360434,-0.130053128,3.745375723,0.440632438019,-0.487097829,paired_two_way_proportional_devig_logistic
BetMGM,IL,2026,Jaxon Smith-Njigba,Jaxon Smith-Njigba,receiving_tds,8.012902,Under,-110,1.90909090909091,2026-07-19T00:28:40-05:00,,,https://cf-us3-cds-api.itsfogo.com/bettingoffer/fixture-view?x-bwin-accessid=ZTg4YWEwMTgtZTlhYy00MWRkLWIzYWYtZjMzODI5ZDE0Mjc5&lang=en-us&country=US&usercountry=US&state=Latest&fixtureIds=19070789&offerMapping=All&scoreboardMode=Full,8.5,-125,1.8,1528341091,2213926751,8.5,Over 105|Under -125,0.532467532,1.043360434,0.130053128,3.745375723,0.440632438019,-0.487097829,paired_two_way_proportional_devig_logistic
BetRivers,IL,2026,Jaxon Smith-Njigba,Jaxon Smith-Njigba,receiving_tds,7.986596,Over,-110,1.90909090909091,2026-07-19T00:28:40-05:00,,,https://il.betrivers.com/api/service/sportsbook/offering/listview/filtered/events?cageCode=847,8.5,105,2.05,2654086635,4210065054,8.5,Over 105|Under -127,0.465784344,1.047276244,-0.137076862,3.745375723,0.440632438019,-0.513404352,paired_two_way_proportional_devig_logistic
BetRivers,IL,2026,Jaxon Smith-Njigba,Jaxon Smith-Njigba,receiving_tds,7.986596,Under,-110,1.90909090909091,2026-07-19T00:28:40-05:00,,,https://il.betrivers.com/api/service/sportsbook/offering/listview/filtered/events?cageCode=847,8.5,-127,1.79,2654086635,4210065055,8.5,Over 105|Under -127,0.534215656,1.047276244,0.137076862,3.745375723,0.440632438019,-0.513404352,paired_two_way_proportional_devig_logistic
Caesars,IL,2026,Jaxon Smith-Njigba,Jaxon Smith-Njigba,receiving_tds,8.040808,Over,-110,1.90909090909091,2026-07-19T00:28:40-05:00,,,https://api.americanwagering.com/regions/us/locations/il/brands/czr/sb/v4/sports/americanfootball/tabs/FUTURE_BETS%7CPlayer%20Futures/secondary/_7cPlayer_7c_20_7cTotal_20Regular_20Season_20Receiving_20Touchdowns_7c,8.5,100,2.0,ba28770a-810d-3c49-a320-e83923a6e8ad,46d3a478-000f-3cb6-8fda-7d670ba33af2,8.5,Over 100|Under -130,0.469387755,1.065217391,-0.122602322,3.745375723,0.440632438019,-0.459191761,paired_two_way_proportional_devig_logistic
Caesars,IL,2026,Jaxon Smith-Njigba,Jaxon Smith-Njigba,receiving_tds,8.040808,Under,-110,1.90909090909091,2026-07-19T00:28:40-05:00,,,https://api.americanwagering.com/regions/us/locations/il/brands/czr/sb/v4/sports/americanfootball/tabs/FUTURE_BETS%7CPlayer%20Futures/secondary/_7cPlayer_7c_20_7cTotal_20Regular_20Season_20Receiving_20Touchdowns_7c,8.5,-130,1.77,ba28770a-810d-3c49-a320-e83923a6e8ad,0529dc95-e622-3fd1-8133-09aa255ed43f,8.5,Over 100|Under -130,0.530612245,1.065217391,0.122602322,3.745375723,0.440632438019,-0.459191761,paired_two_way_proportional_devig_logistic
bet365,IL,2026,Jaxon Smith-Njigba,Jaxon Smith-Njigba,receiving_tds,7.73991,Over,-110,1.90909090909091,2026-07-21T18:39:21-05:00,,,https://www.bet365.com/,8.5,110,2.1,,,8.5,Over 110|Under -140,0.449438202,1.05952381,-0.202940844,3.745375723,0.440632438019,-0.76008971,paired_two_way_proportional_devig_logistic
bet365,IL,2026,Jaxon Smith-Njigba,Jaxon Smith-Njigba,receiving_tds,7.73991,Under,-110,1.90909090909091,2026-07-21T18:39:21-05:00,,,https://www.bet365.com/,8.5,-140,1.7142857142857144,,,8.5,Over 110|Under -140,0.550561798,1.05952381,0.202940844,3.745375723,0.440632438019,-0.76008971,paired_two_way_proportional_devig_logistic
BetMGM,IL,2026,Jaylen Waddle,Jaylen Waddle,receiving_tds,5.5,Over,-110,1.90909090909091,2026-07-19T00:28:40-05:00,,,https://cf-us3-cds-api.itsfogo.com/bettingoffer/fixture-view?x-bwin-accessid=ZTg4YWEwMTgtZTlhYy00MWRkLWIzYWYtZjMzODI5ZDE0Mjc5&lang=en-us&country=US&usercountry=US&state=Latest&fixtureIds=19070789&offerMapping=All&scoreboardMode=Full,5.5,-110,1.91,1528341063,2213926694,5.5,Over -110|Under -110,0.5,1.047619048,0,2.423478409,0.440632438019,0,paired_two_way_proportional_devig_logistic
BetMGM,IL,2026,Jaylen Waddle,Jaylen Waddle,receiving_tds,5.5,Under,-110,1.90909090909091,2026-07-19T00:28:40-05:00,,,https://cf-us3-cds-api.itsfogo.com/bettingoffer/fixture-view?x-bwin-accessid=ZTg4YWEwMTgtZTlhYy00MWRkLWIzYWYtZjMzODI5ZDE0Mjc5&lang=en-us&country=US&usercountry=US&state=Latest&fixtureIds=19070789&offerMapping=All&scoreboardMode=Full,5.5,-110,1.91,1528341063,2213926695,5.5,Over -110|Under -110,0.5,1.047619048,0,2.423478409,0.440632438019,0,paired_two_way_proportional_devig_logistic
BetRivers,IL,2026,Jaylen Waddle,Jaylen Waddle,receiving_tds,5.406136,Over,-110,1.90909090909091,2026-07-19T00:28:40-05:00,,,https://il.betrivers.com/api/service/sportsbook/offering/listview/filtered/events?cageCode=847,5.5,-106,1.95,2661487385,4234855764,5.5,Over -106|Under -115,0.490318417,1.049446828,-0.038731175,2.423478409,0.440632438019,-0.093864166,paired_two_way_proportional_devig_logistic
BetRivers,IL,2026,Jaylen Waddle,Jaylen Waddle,receiving_tds,5.406136,Under,-110,1.90909090909091,2026-07-19T00:28:40-05:00,,,https://il.betrivers.com/api/service/sportsbook/offering/listview/filtered/events?cageCode=847,5.5,-115,1.87,2661487385,4234855767,5.5,Over -106|Under -115,0.509681583,1.049446828,0.038731175,2.423478409,0.440632438019,-0.093864166,paired_two_way_proportional_devig_logistic
